Name,Email,Phone,City,Education,Experience_Years,Job_Applied,Job Sector,Company_Applied,Work_Mode,Job_Type_Preference,Referral,Skills,GitHub_Profile,LinkedIn_Profile,Resume_Link,Source_Job_Portal,Current_Job_Title,Notice_Period,Application Status
Caitlin Meyer,carladavis@yahoo.com, +91 93568 65517,Chandigarh,M.Sc,9,Graphic Designer,IT ,IBM,Hybrid,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5052,https://linkedin.com/in/user3176,http://baxter.com/,Indeed,DevOps Engineer,Immediate,Rejected
Teresa Davis,erika88@yahoo.com, +91 65960 14293,Ahmedabad,M.Sc,3,Business Analyst,IT ,EY,Remote,Part-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3699,https://linkedin.com/in/user8987,https://reynolds.com/,Indeed,DevOps Engineer,Immediate,Under Review
Joshua Wells,gkelly@myers-woods.com,+91 60846 42187,Hyderabad,M.Tech,6,Marketing Executive,Non-IT,Flipkart,Onsite,Contract,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user1086,https://linkedin.com/in/user2110,https://hampton.com/,Glassdoor,Software Developer,60 days,Interview Scheduled
Nicholas Andrews,nalvarado@hotmail.com, +91 80607 55662,Chennai,M.Tech,8,Data Analyst,IT ,TCS,Onsite,Remote,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user6165,https://linkedin.com/in/user5779,http://riddle.biz/,LinkedIn,UI/UX Designer,30 days,Rejected
Crystal Banks,gilbertlindsey@long.com, +91 61639 59200,Pune,M.Sc,9,UI/UX Designer,IT ,TCS,Remote,Contract,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user5666,https://linkedin.com/in/user4475,https://adams.org/,Indeed,Software Developer,30 days,Applied
Tom Morales,paul60@cantrell-ramirez.org, +91 72695 78433,Ahmedabad,Diploma,9,DevOps Engineer,IT ,Google,Onsite,Contract,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user8155,https://linkedin.com/in/user4895,https://www.rodgers.net/,Glassdoor,Business Analyst,60 days,Offer Received
Emily Berger,ywells@holmes.net,+91 81907 96340,Chandigarh,MBA,7,Graphic Designer,IT ,Capgemini,Hybrid,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user2419,https://linkedin.com/in/user7943,https://www.thomas.com/,Internshala,Business Analyst,30 days,Under Review
Michelle Kemp,brittanypearson@clark.com, +91 76024 58652,Hyderabad,B.Sc,10,Sales Manager,Non-IT,Swiggy,Remote,Internship,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3593,https://linkedin.com/in/user4723,http://james.org/,Internshala,UI/UX Designer,Immediate,Under Review
Joshua Smith,erivera@gmail.com,+91 62021 60980,Pune,M.Tech,5,DevOps Engineer,IT ,BYJU'S,Onsite,Full-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user5337,https://linkedin.com/in/user4369,http://barron.biz/,Naukri.com,Software Developer,60 days,Interview Scheduled
Joshua Ballard,sowens@wolfe.org, +91 83098 68128,Jaipur,MCA,7,Graphic Designer,IT ,Swiggy,Hybrid,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5613,https://linkedin.com/in/user9262,https://ewing.com/,Glassdoor,UI/UX Designer,Serving Notice,Under Review
Connor Ortiz,lsmith@moore-gutierrez.info, +91 98269 67618,Chandigarh,M.Tech,6,Software Engineer,IT ,Deloitte,Remote,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6780,https://linkedin.com/in/user2366,http://www.johns.com/,Naukri.com,Data Analyst,15 days,Interview Scheduled
Amanda Herrera,tabithamontoya@yahoo.com,+91 77966 04856,Kolkata,Diploma,4,Product Manager,Non-IT,BYJU'S,Hybrid,Remote,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user5058,https://linkedin.com/in/user7531,https://smith.com/,Indeed,Software Developer,Serving Notice,Offer Received
Shannon Wiley,torresjoshua@gmail.com,+91 99413 34312,Chennai,B.Sc,3,Product Manager,Non-IT,BYJU'S,Hybrid,Internship,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user5687,https://linkedin.com/in/user2545,https://www.coleman-james.com/,Naukri.com,Data Analyst,15 days,Offer Received
Natalie Leonard,evan45@hayes.biz,+91 89580 13825,Delhi,MCA,4,HR Executive,Non-IT,Amazon,Hybrid,Internship,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user8447,https://linkedin.com/in/user8298,https://johnson.com/,LinkedIn,Business Analyst,30 days,Offer Received
Jackson Smith,christophergordon@cantu.com, +91 65213 98464,Chandigarh,BCA,4,Software Engineer,IT ,Deloitte,Hybrid,Internship,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user2214,https://linkedin.com/in/user8618,http://sutton.com/,Naukri.com,Data Analyst,Serving Notice,Interview Scheduled
Duane Reyes,alexislewis@yahoo.com,+91 64477 46695,Pune,MBA,8,UI/UX Designer,IT ,ZS Associates,Remote,Remote,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user3854,https://linkedin.com/in/user1684,https://www.logan.com/,Naukri.com,Business Analyst,Serving Notice,Applied
Sarah Gonzales,julia16@yahoo.com, +91 79395 93028,Chandigarh,B.Tech,10,DevOps Engineer,IT ,Infosys,Remote,Full-Time,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user1205,https://linkedin.com/in/user8487,https://www.higgins-gregory.org/,LinkedIn,Data Analyst,30 days,Offer Received
Jessica Bailey,jsmith@yahoo.com,+91 98783 48163,Delhi,B.Tech,8,Marketing Executive,Non-IT,TCS,Remote,Part-Time,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user9713,https://linkedin.com/in/user8688,https://www.terry-lopez.com/,Naukri.com,Business Analyst,60 days,Applied
Dominic Rice,ngriffith@russo.biz, +91 86155 38611,Ahmedabad,M.Tech,5,DevOps Engineer,IT ,Flipkart,Onsite,Contract,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user8564,https://linkedin.com/in/user4505,https://henry.com/,Naukri.com,DevOps Engineer,15 days,Offer Received
Danny Reynolds,jholden@fitzpatrick-vega.org, +91 99738 05688,Pune,Diploma,5,HR Executive,Non-IT,Deloitte,Remote,Part-Time,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user2538,https://linkedin.com/in/user9323,https://nelson.org/,LinkedIn,Data Analyst,60 days,Interview Scheduled
Joseph Parker MD,uclark@price.info,+91 82890 38122,Chandigarh,MBA,4,Graphic Designer,IT ,Amazon,Onsite,Remote,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5251,https://linkedin.com/in/user8053,http://haney.com/,LinkedIn,UI/UX Designer,Immediate,Under Review
Tiffany Mendoza,pbell@brown-austin.net, +91 78533 52789,Chennai,B.Tech,10,UI/UX Designer,IT ,BYJU'S,Hybrid,Internship,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4131,https://linkedin.com/in/user7493,http://www.washington.com/,Internshala,Business Analyst,60 days,Under Review
Jessica Daniel,brian58@terry-moody.biz, +91 79738 94570,Kolkata,Diploma,2,HR Executive,Non-IT,Flipkart,Remote,Part-Time,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user2513,https://linkedin.com/in/user5813,http://wilson-spencer.com/,Naukri.com,DevOps Engineer,Serving Notice,Under Review
Robert Scott,biancabecker@yahoo.com,+91 61410 02995,Mumbai,Diploma,9,HR Executive,Non-IT,ZS Associates,Remote,Internship,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user9748,https://linkedin.com/in/user3113,http://smith.com/,LinkedIn,Business Analyst,15 days,Applied
Steven Morrow,keith73@rodriguez-wright.com,+91 61398 82682,Hyderabad,MCA,1,Data Analyst,IT ,ZS Associates,Remote,Contract,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user3184,https://linkedin.com/in/user5033,https://lewis.org/,Naukri.com,UI/UX Designer,60 days,Under Review
Andrea Jackson,samantha66@campbell.biz,+91 61970 30746,Mumbai,M.Sc,1,Product Manager,Non-IT,Cognizant,Remote,Internship,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user3802,https://linkedin.com/in/user7024,https://stone.info/,LinkedIn,DevOps Engineer,Immediate,Applied
Gabrielle Dudley,edward70@hotmail.com, +91 74085 44694,Chandigarh,B.Tech,5,UI/UX Designer,IT ,KPMG,Onsite,Full-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user8030,https://linkedin.com/in/user3598,http://adams-young.com/,Naukri.com,Software Developer,15 days,Applied
Tonya Peterson,seankennedy@hotmail.com,+91 79976 37879,Pune,MBA,1,Graphic Designer,IT ,Flipkart,Remote,Remote,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user4668,https://linkedin.com/in/user9484,http://www.reeves.org/,Indeed,DevOps Engineer,Immediate,Under Review
Cheyenne Tucker,maria89@nelson-marshall.com,+91 90019 66553,Jaipur,MBA,3,Software Engineer,IT ,Wipro,Hybrid,Full-Time,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5597,https://linkedin.com/in/user5947,http://padilla.info/,Indeed,Software Developer,Immediate,Offer Received
Alexander Howard,emartin@flores-barrett.com,+91 79665 33481,Mumbai,B.Sc,3,Marketing Executive,Non-IT,Tech Mahindra,Hybrid,Contract,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user5013,https://linkedin.com/in/user9317,https://hall.com/,LinkedIn,Data Analyst,15 days,Rejected
Ronald Richard,villacarol@yahoo.com,+91 91952 80040,Pune,M.Tech,1,Graphic Designer,IT ,Cognizant,Onsite,Remote,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user4930,https://linkedin.com/in/user2513,http://nichols.com/,Glassdoor,DevOps Engineer,60 days,Interview Scheduled
Daniel Butler,zguerra@ray-brown.com,+91 66588 61598,Ahmedabad,B.Sc,6,UI/UX Designer,IT ,Infosys,Hybrid,Full-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user2442,https://linkedin.com/in/user3378,http://gonzalez.com/,Glassdoor,Software Developer,15 days,Interview Scheduled
Tiffany Cox,jesus63@greene.com, +91  9501208387,Bangalore,MCA,8,Marketing Executive,Non-IT,Infosys,Onsite,Full-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user5160,https://linkedin.com/in/user2171,http://davis.com/,LinkedIn,DevOps Engineer,30 days,Offer Received
Scott Gates,samanthajohnson@lopez.com,+91 60611 55864,Hyderabad,BCA,4,Product Manager,Non-IT,Flipkart,Onsite,Internship,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user7858,https://linkedin.com/in/user1428,https://www.myers-gonzalez.info/,LinkedIn,UI/UX Designer,60 days,Offer Received
Robin Stewart,esmith@yahoo.com,+91 61474 04013,Delhi,M.Sc,8,Sales Manager,Non-IT,ZS Associates,Onsite,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user9557,https://linkedin.com/in/user4788,https://www.gutierrez-jacobs.net/,LinkedIn,Business Analyst,60 days,Offer Received
Rachel Taylor,deanna12@herrera.biz, +91 82939 96357,Delhi,B.Tech,5,HR Executive,Non-IT,BYJU'S,Onsite,Full-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user4682,https://linkedin.com/in/user1637,http://www.williams.org/,Indeed,Business Analyst,Serving Notice,Rejected
Mark Kim,adamsbobby@rojas.net, +91 89409 52134,Ahmedabad,MCA,10,Marketing Executive,Non-IT,ZS Associates,Remote,Remote,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user7041,https://linkedin.com/in/user1517,https://www.randall.biz/,Internshala,Data Analyst,30 days,Rejected
Ronnie Smith,kimberlymooney@austin.com, +91 96367 89810,Pune,MCA,0,DevOps Engineer,IT ,ZS Associates,Onsite,Full-Time,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user7610,https://linkedin.com/in/user3572,http://gonzalez.com/,Glassdoor,Data Analyst,30 days,Applied
Jason Le,dbarnes@gmail.com, +91 77911 65656,Chennai,BCA,6,HR Executive,Non-IT,KPMG,Onsite,Remote,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user9561,https://linkedin.com/in/user5146,http://alexander.biz/,Glassdoor,Data Analyst,15 days,Rejected
Morgan Sharp,johnstonmichael@johnston.info, +91 93235 41986,Chennai,B.Tech,7,HR Executive,Non-IT,Flipkart,Onsite,Internship,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user4283,https://linkedin.com/in/user6750,https://www.merritt.com/,Indeed,Business Analyst,30 days,Under Review
Sharon Mcclain,akidd@yahoo.com, +91 81937 26788,Chandigarh,MBA,7,HR Executive,Non-IT,TCS,Hybrid,Internship,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user7151,https://linkedin.com/in/user9390,http://www.jackson.info/,Glassdoor,DevOps Engineer,15 days,Offer Received
Maria Willis,ovillegas@gmail.com,+91 68694 98596,Pune,M.Tech,5,Sales Manager,Non-IT,Swiggy,Hybrid,Contract,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user1867,https://linkedin.com/in/user1519,http://brown-chen.com/,Indeed,Software Developer,30 days,Interview Scheduled
John Morales,natalie70@winters-williams.com, +91 81600 47125,Chennai,M.Sc,6,Sales Manager,Non-IT,Microsoft,Remote,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user4807,https://linkedin.com/in/user3504,https://www.thompson.info/,Internshala,Business Analyst,Serving Notice,Applied
Mr. David Sanders,dwilcox@yahoo.com, +91 97027 77871,Delhi,BCA,9,DevOps Engineer,IT ,TCS,Onsite,Remote,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user3620,https://linkedin.com/in/user4424,http://www.anderson.org/,Naukri.com,UI/UX Designer,Serving Notice,Rejected
Mrs. Felicia Robles,gary16@gmail.com,+91 64015 27162,Kolkata,B.Sc,1,Marketing Executive,Non-IT,EY,Onsite,Part-Time,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user2541,https://linkedin.com/in/user3033,https://www.gibson.com/,Glassdoor,Software Developer,Immediate,Offer Received
Pamela Guerrero,cameronscott@simpson.com,+91 97867 33562,Kolkata,MCA,4,Graphic Designer,IT ,IBM,Remote,Part-Time,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5619,https://linkedin.com/in/user2398,http://www.williams.com/,Indeed,DevOps Engineer,15 days,Rejected
Gregory Holland,cory02@cunningham.com, +91 92360 87205,Bangalore,B.Sc,6,Business Analyst,IT ,Cognizant,Remote,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user3171,https://linkedin.com/in/user6779,https://www.wilson-barajas.biz/,Glassdoor,UI/UX Designer,Immediate,Applied
Daniel Hill,melindavasquez@hill-diaz.net,+91 92962 08928,Bangalore,Diploma,0,Software Engineer,IT ,Tech Mahindra,Onsite,Remote,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user4942,https://linkedin.com/in/user1508,http://www.gray.com/,Internshala,Software Developer,60 days,Under Review
Keith Chavez,ualexander@rodriguez-hughes.org, +91 84484 00101,Bangalore,M.Sc,3,Product Manager,Non-IT,Accenture,Remote,Internship,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1140,https://linkedin.com/in/user1298,https://jones.info/,Internshala,Business Analyst,30 days,Rejected
James Cortez,laura00@gmail.com, +91 86714 24253,Bangalore,B.Tech,7,Product Manager,Non-IT,KPMG,Hybrid,Remote,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user3827,https://linkedin.com/in/user4825,https://castaneda-thomas.com/,Indeed,DevOps Engineer,60 days,Rejected
Terry Vasquez,htran@gmail.com, +91 93106 14793,Hyderabad,M.Tech,3,Data Analyst,IT ,TCS,Hybrid,Contract,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user3087,https://linkedin.com/in/user4238,https://schwartz.com/,Glassdoor,UI/UX Designer,30 days,Offer Received
Brandon Lowe,jasoncruz@rose-gill.com, +91 72491 38419,Chandigarh,BCA,0,Business Analyst,IT ,Accenture,Hybrid,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user8108,https://linkedin.com/in/user8590,https://www.wilson-mitchell.com/,Naukri.com,Business Analyst,30 days,Applied
Paula Harrison,jacksondanny@gmail.com,+91 79647 23296,Jaipur,MCA,5,Software Engineer,IT ,Swiggy,Hybrid,Contract,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user8335,https://linkedin.com/in/user5290,http://wang.com/,Internshala,DevOps Engineer,Serving Notice,Applied
Nicole Torres,campbellalyssa@gmail.com, +91 81932 68209,Chennai,MBA,1,HR Executive,Non-IT,Infosys,Hybrid,Remote,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user6546,https://linkedin.com/in/user8550,https://rodriguez.com/,Indeed,Software Developer,60 days,Rejected
Bill Blackburn,dcole@gmail.com, +91 94656 48947,Kolkata,M.Sc,10,Sales Manager,Non-IT,PwC,Remote,Full-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7116,https://linkedin.com/in/user7508,http://kelly.com/,Glassdoor,Business Analyst,30 days,Applied
Eric Stokes,gonzalesjason@schmidt.biz,+91 64694 64565,Chennai,Diploma,5,HR Executive,Non-IT,Tech Mahindra,Hybrid,Remote,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user6778,https://linkedin.com/in/user4368,https://myers.info/,LinkedIn,Software Developer,Serving Notice,Applied
Christina Santos,jstephens@yahoo.com,+91 65785 38612,Delhi,B.Sc,5,Graphic Designer,IT ,Swiggy,Onsite,Internship,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user5263,https://linkedin.com/in/user7948,https://www.smith-daniels.biz/,Naukri.com,Software Developer,Serving Notice,Applied
Cody Hanna,diane71@mcmillan.com, +91 64335 95708,Ahmedabad,BCA,3,Business Analyst,IT ,Swiggy,Remote,Full-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7292,https://linkedin.com/in/user1630,http://weeks-taylor.net/,Indeed,DevOps Engineer,30 days,Interview Scheduled
Mr. Joshua Yoder,anasmith@velasquez-yoder.com,+91 91096 91653,Delhi,B.Sc,7,DevOps Engineer,IT ,BYJU'S,Hybrid,Remote,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user9378,https://linkedin.com/in/user1996,http://www.walker-hunt.com/,Indeed,Business Analyst,15 days,Offer Received
Joseph Stewart,carriekent@yahoo.com, +91 82082 92175,Mumbai,BCA,5,Software Engineer,IT ,Google,Remote,Contract,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user9094,https://linkedin.com/in/user7484,https://www.butler.com/,LinkedIn,Software Developer,30 days,Under Review
Kimberly Weeks,vchoi@benton.biz,+91 94245 23213,Kolkata,B.Tech,7,Data Analyst,IT ,Wipro,Hybrid,Remote,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user1974,https://linkedin.com/in/user4095,http://www.barrett.com/,LinkedIn,DevOps Engineer,Serving Notice,Applied
Colleen Maldonado,crystal89@lane-madden.com, +91 81978 71946,Kolkata,M.Sc,8,Business Analyst,IT ,Tech Mahindra,Remote,Full-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user5785,https://linkedin.com/in/user8900,https://www.smith-oneal.info/,LinkedIn,UI/UX Designer,Serving Notice,Rejected
Angelica Bennett,lsmith@baker-cruz.com, +91 90812 91491,Hyderabad,MCA,3,Marketing Executive,Non-IT,PwC,Onsite,Internship,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user6323,https://linkedin.com/in/user2843,https://www.moore.org/,Indeed,DevOps Engineer,60 days,Under Review
Stephanie Berger,james41@hotmail.com, +91 88567 83051,Ahmedabad,B.Sc,1,UI/UX Designer,IT ,ZS Associates,Remote,Remote,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user5833,https://linkedin.com/in/user7397,http://www.castillo.org/,Naukri.com,Data Analyst,15 days,Applied
Charles Richardson,aaron71@gmail.com,+91 99086 21350,Bangalore,Diploma,1,Graphic Designer,IT ,Infosys,Onsite,Contract,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user9137,https://linkedin.com/in/user7529,http://www.sanchez-mendoza.net/,Indeed,Data Analyst,Serving Notice,Rejected
Kimberly Reeves,dennislindsey@contreras-tucker.net, +91 70481 98495,Delhi,B.Sc,10,HR Executive,Non-IT,Deloitte,Onsite,Remote,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user9013,https://linkedin.com/in/user2830,http://armstrong.com/,Glassdoor,Data Analyst,30 days,Offer Received
Jeffery Ferguson,paulalvarez@yahoo.com,+91 87160 13349,Kolkata,MCA,8,Business Analyst,IT ,Flipkart,Remote,Part-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7479,https://linkedin.com/in/user9244,http://cook-wallace.org/,Internshala,UI/UX Designer,Serving Notice,Applied
Leah Hill,angela50@yahoo.com, +91 70815 87714,Delhi,MBA,1,UI/UX Designer,IT ,Infosys,Remote,Contract,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user9930,https://linkedin.com/in/user8753,http://burgess.net/,Indeed,Business Analyst,30 days,Applied
Rebekah Wilson,coleflores@yahoo.com, +91 80228 04616,Kolkata,BCA,1,Business Analyst,IT ,IBM,Remote,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user9468,https://linkedin.com/in/user3942,https://norris.com/,LinkedIn,UI/UX Designer,Serving Notice,Under Review
Jennifer Mcbride,bgreen@gmail.com,+91 76243 92627,Jaipur,Diploma,3,DevOps Engineer,IT ,Deloitte,Onsite,Part-Time,No,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user6185,https://linkedin.com/in/user5573,https://smith.biz/,Glassdoor,Data Analyst,Serving Notice,Under Review
Brittany Anderson,deborahrussell@gmail.com, +91 73619 68966,Chennai,BCA,10,Business Analyst,IT ,Google,Onsite,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7845,https://linkedin.com/in/user3771,https://beck.com/,Glassdoor,UI/UX Designer,Immediate,Applied
Christopher Greer,williemarsh@molina.info, +91 60222 63892,Jaipur,MCA,4,Sales Manager,Non-IT,Wipro,Onsite,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3282,https://linkedin.com/in/user4909,http://griffin-lopez.net/,Glassdoor,UI/UX Designer,15 days,Applied
Dr. Lauren Massey MD,westmelissa@morales.com,+91 77723 67235,Chennai,M.Tech,7,Product Manager,Non-IT,Flipkart,Onsite,Contract,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user7334,https://linkedin.com/in/user7434,http://www.austin.com/,Glassdoor,DevOps Engineer,15 days,Offer Received
Maria Morris,dustin75@yahoo.com, +91 71247 30699,Chennai,M.Tech,7,HR Executive,Non-IT,Accenture,Hybrid,Part-Time,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user1786,https://linkedin.com/in/user9695,https://www.jones-lynch.com/,Internshala,Business Analyst,Serving Notice,Applied
Derrick Smith,wedwards@gmail.com, +91 60984 61536,Chandigarh,MCA,7,Sales Manager,Non-IT,Amazon,Remote,Part-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7946,https://linkedin.com/in/user9711,http://www.davis.com/,Naukri.com,DevOps Engineer,60 days,Interview Scheduled
Jacqueline Boyd,sanfordkristopher@gmail.com,+91 70121 50735,Chennai,MCA,8,Product Manager,Non-IT,Microsoft,Remote,Internship,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user4377,https://linkedin.com/in/user6902,http://www.sanchez.com/,LinkedIn,Software Developer,60 days,Interview Scheduled
Kevin Foster,meagan84@richards.info,+91 66571 88444,Jaipur,MBA,2,Sales Manager,Non-IT,Flipkart,Onsite,Part-Time,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user3403,https://linkedin.com/in/user9147,https://www.jones-olson.org/,LinkedIn,DevOps Engineer,Serving Notice,Rejected
Joseph Miller,crawfordmorgan@gmail.com, +91 86639 19436,Jaipur,BCA,0,Software Engineer,IT ,Amazon,Hybrid,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user2065,https://linkedin.com/in/user3178,https://www.duncan.com/,Glassdoor,UI/UX Designer,60 days,Applied
Andrew Ross,larsenanthony@yahoo.com, +91 94932 00311,Hyderabad,BCA,1,Product Manager,Non-IT,Microsoft,Onsite,Contract,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user4731,https://linkedin.com/in/user7163,http://www.wilson.info/,Glassdoor,Data Analyst,Serving Notice,Rejected
